# Ts (uS), Vi, Vo
34022370,3.30,0.83
34023124,3.30,0.83
34023875,3.30,0.83
34024625,3.29,0.83
34025375,3.30,0.83
34026130,3.30,0.83
34026881,3.29,0.83
34027634,3.30,0.83
34028388,3.30,0.84
34029142,3.29,0.83
34029892,3.30,0.83
34030645,3.30,0.83
34031397,3.30,0.84
34032147,3.30,0.83
34032898,3.30,0.83
34033649,3.29,0.83
34034400,3.30,0.83
34035150,3.29,0.83
34035903,3.29,0.83
34036653,3.30,0.83
34037404,3.29,0.83
34038158,3.29,0.83
34038909,3.29,0.83
34039661,3.29,0.83
34040413,3.29,0.83
34041166,0.01,0.56
34041920,0.01,0.24
34042670,0.01,0.12
34043421,0.01,0.05
34044172,0.01,0.04
34044923,0.01,0.02
34045676,0.01,0.02
34046427,0.01,0.02
34047177,0.01,0.02
34047929,0.01,0.02
34048681,0.01,0.01
34049432,0.01,0.01
34050182,0.01,0.01
34050935,0.02,0.02
34051688,0.01,0.02
34052439,0.01,0.01
34053189,0.01,0.01
34053943,0.01,0.01
34054696,0.01,0.01
34055449,0.01,0.01
34056204,0.01,0.01
34056956,0.01,0.01
34057709,0.01,0.01
34058460,0.01,0.01
34059211,0.01,0.01
34059962,0.01,0.01
34060715,0.01,0.00
34061466,0.01,0.01
34062216,0.01,0.01
34062967,0.01,0.01
34063717,0.01,0.01
34064470,0.01,0.01
34065223,0.01,0.01
34065973,0.01,0.01
34066725,3.29,0.43
34067478,3.29,0.66
34068232,3.30,0.75
34068985,3.29,0.79
34069736,3.30,0.81
34070490,3.30,0.82
34071241,3.29,0.82
34071995,3.30,0.83
34072746,3.29,0.83
34073497,3.30,0.83
34074249,3.29,0.83
34075003,3.29,0.83
34075754,3.30,0.83
34076508,3.30,0.83
34077259,3.30,0.83
34078010,3.30,0.83
34078762,3.30,0.83
34079512,3.30,0.83
34080267,3.29,0.83
34081021,3.30,0.84
34081773,3.29,0.83
34082524,3.30,0.83
34083277,3.30,0.83
34084027,3.29,0.83
34084777,3.29,0.83
34085529,3.30,0.83
34086283,3.29,0.83
34087036,3.29,0.84
34087786,3.30,0.83
34088536,3.29,0.83
34089289,3.30,0.83
34090044,3.29,0.83
34090794,3.29,0.83
34091548,0.01,0.52
34092299,0.02,0.23
34093053,0.01,0.11
34093806,0.01,0.06
34094558,0.01,0.04
34095310,0.01,0.03
34096060,0.02,0.02
34096811,0.01,0.02
34097562,0.01,0.01
34098315,0.01,0.02
34099065,0.01,0.01
34099817,0.01,0.01
34100568,0.02,0.01
34101320,0.01,0.01
34102072,0.01,0.01
34102824,0.01,0.01
34103577,0.01,0.01
34104328,0.01,0.01
34105081,0.01,0.01
34105833,0.01,0.01
34106583,0.01,0.01
34107337,0.01,0.01
34108092,0.01,0.01
34108844,0.01,0.01
34109595,0.01,0.01
34110346,0.01,0.01
34111098,0.01,0.01
34111851,0.01,0.01
34112603,0.01,0.02
34113357,0.01,0.01
34114108,0.02,0.01
34114861,0.01,0.01
34115614,0.01,0.01
34116366,0.01,0.01
34117116,3.29,0.38
34117869,3.29,0.63
34118621,3.30,0.75
34119374,3.29,0.79
34120124,3.29,0.81
34120875,3.30,0.82
34121628,3.30,0.83
34122380,3.30,0.83
34123134,3.29,0.83
34123886,3.29,0.83
34124638,3.29,0.83
34125392,3.30,0.83
34126143,3.30,0.82
34126897,3.29,0.83
34127648,3.30,0.83
34128398,3.30,0.83
34129148,3.29,0.83
34129898,3.29,0.83
34130651,3.29,0.83
34131405,3.29,0.84
34132156,3.29,0.84
34132909,3.30,0.83
34133660,3.30,0.83
34134413,3.29,0.84
34135163,3.29,0.83
34135915,3.30,0.83
34136667,3.29,0.83
34137418,3.30,0.84
34138170,3.29,0.83
34138921,3.29,0.83
34139675,3.29,0.84
34140429,3.29,0.83
34141181,3.29,0.83
34141934,0.02,0.57
34142692,0.02,0.25
34143443,0.01,0.11
34144196,0.01,0.06
34144951,0.02,0.04
34145704,0.01,0.03
34146455,0.01,0.02
34147207,0.02,0.02
34147961,0.01,0.02
34148714,0.01,0.02
34149466,0.01,0.02
34150218,0.01,0.01
34150973,0.02,0.01
34151726,0.01,0.02
34152477,0.01,0.01
34153227,0.01,0.01
34153977,0.01,0.01
34154730,0.01,0.01
34155483,0.01,0.01
34156236,0.01,0.01
34156989,0.01,0.02
34157739,0.02,0.01
34158489,0.01,0.02
34159241,0.01,0.01
34159993,0.01,0.01
34160746,0.01,0.01
34161498,0.01,0.01
34162250,0.01,0.01
34163006,0.01,0.01
34163758,0.01,0.01
34164508,0.01,0.01
34165261,0.01,0.01
34166012,0.01,0.01
34166764,0.01,0.01
34167514,3.29,0.42
34168265,3.29,0.65
34169019,3.29,0.74
34169773,3.30,0.79
34170526,3.29,0.81
34171276,3.30,0.82
34172029,3.29,0.83
34172779,3.29,0.83
34173531,3.29,0.83
34174282,3.29,0.83
34175035,3.29,0.83
34175788,3.30,0.83
34176541,3.30,0.83
34177294,3.30,0.83
34178044,3.29,0.83
34178794,3.30,0.83
34179547,3.30,0.83
34180300,3.29,0.83
34181054,3.30,0.83
34181805,3.29,0.83
34182558,3.29,0.83
34183310,3.30,0.83
34184060,3.29,0.83
34184813,3.30,0.83
34185565,3.30,0.83
34186320,3.30,0.83
34187072,3.30,0.83
34187824,3.29,0.83
34188577,3.29,0.83
34189328,3.29,0.83
34190082,3.29,0.83
34190835,3.29,0.83
34191586,3.30,0.83
34192339,0.01,0.49
34193093,0.02,0.23
34193846,0.01,0.11
34194600,0.01,0.05
34195354,0.01,0.04
34196105,0.01,0.02
34196856,0.01,0.02
34197607,0.01,0.02
34198378,0.01,0.02
34199169,0.01,0.02
34199949,0.01,0.01
34201162,0.01,0.01
34201912,0.01,0.01
34202664,0.01,0.01
34203417,0.01,0.02
34204169,0.01,0.01
34204920,0.01,0.02
34205672,0.01,0.01
34206426,0.01,0.01
34207178,0.01,0.01
34207930,0.01,0.01
34208680,0.01,0.01
34209431,0.01,0.01
34210181,0.01,0.01
34210935,0.02,0.01
34211689,0.01,0.01
34212442,0.01,0.01
34213192,0.01,0.01
34213943,0.01,0.01
34214701,0.01,0.01
34215451,0.01,0.01
34216204,0.02,0.02
34216954,0.01,0.01
34217705,3.29,0.40
34218458,3.29,0.65
34219210,3.30,0.75
34219964,3.30,0.79
34220718,3.30,0.81
34221472,3.29,0.82
34222222,3.30,0.82
34222975,3.29,0.83
34223729,3.30,0.83
34224480,3.30,0.83
34225231,3.30,0.83
34225981,3.29,0.83
34226734,3.29,0.83
34227486,3.30,0.83
34228238,3.30,0.83
34228989,3.29,0.83
34229744,3.29,0.83
34230495,3.29,0.83
34231248,3.30,0.83
34232004,3.29,0.83
34232755,3.29,0.83
34233507,3.29,0.83
34234259,3.30,0.83
34235009,3.29,0.83
34235759,3.30,0.84
34236510,3.30,0.83
34237261,3.29,0.83
34238014,3.30,0.83
34238765,3.30,0.83
34239519,3.30,0.83
34240272,3.29,0.83
34241025,3.30,0.83
34241777,3.29,0.84
34242530,0.01,0.54
34243284,0.01,0.24
34244037,0.01,0.11
34244788,0.01,0.05
34245540,0.01,0.04
34246294,0.01,0.02
34247047,0.01,0.02
34247799,0.01,0.01
34248551,0.01,0.01
34249304,0.01,0.01
34250057,0.01,0.02
34250810,0.01,0.01
34251561,0.01,0.01
34252315,0.02,0.01
34253069,0.01,0.01
34253821,0.01,0.02
34254571,0.01,0.01
34255325,0.01,0.01
34256075,0.02,0.02
34256825,0.01,0.01
34257577,0.01,0.01
34258329,0.01,0.01
34259079,0.01,0.01
34259831,0.01,0.01
34260581,0.01,0.01
34261332,0.01,0.01
34262085,0.01,0.01
34262839,0.01,0.02
34263589,0.02,0.01
34264343,0.01,0.01
34265093,0.01,0.01
34265846,0.01,0.01
34266599,0.01,0.01
34267352,0.01,0.01
34268103,3.29,0.41
34268854,3.29,0.66
34269607,3.30,0.75
34270359,3.29,0.79
34271113,3.29,0.81
34271865,3.29,0.82
34272618,3.30,0.82
34273369,3.30,0.83
34274120,3.30,0.83
34274873,3.29,0.83
34275624,3.30,0.83
34276378,3.30,0.83
34277131,3.29,0.83
34277882,3.30,0.83
34278636,3.29,0.83
34279391,3.30,0.83
34280145,3.30,0.83
34280897,3.30,0.83
34281649,3.29,0.84
34282401,3.30,0.84
34283155,3.29,0.83
34283907,3.30,0.83
34284660,3.30,0.83
34285413,3.29,0.84
34286168,3.29,0.83
34286922,3.29,0.84
34287672,3.29,0.84
34288423,3.29,0.83
34289173,3.30,0.83
34289927,3.30,0.83
34290679,3.29,0.83
34291433,3.29,0.83
34292183,3.29,0.83
34292936,0.02,0.53
34293690,0.01,0.24
34294443,0.01,0.11
34295194,0.01,0.06
34295948,0.01,0.03
34296707,0.02,0.02
34297457,0.01,0.02
34298208,0.01,0.01
34298961,0.02,0.02
34299713,0.01,0.01
34301259,0.02,0.01
34303366,0.01,0.01
34304947,0.01,0.01
34305700,0.01,0.01
34306453,0.01,0.02
34307206,0.01,0.01
34307959,0.01,0.01
34308714,0.01,0.01
34309468,0.01,0.02
34310222,0.01,0.01
34310977,0.01,0.01
34311730,0.01,0.01
34312481,0.01,0.01
34313235,0.01,0.01
34313987,0.01,0.01
34314740,0.01,0.01
34315490,0.02,0.01
34316245,0.01,0.01
34316997,0.01,0.01
34317750,0.01,0.01
34318505,3.29,0.39
34319258,3.30,0.64
34320008,3.29,0.75
34320758,3.30,0.79
34321511,3.30,0.81
34322263,3.30,0.82
34323015,3.29,0.83
34323768,3.29,0.83
34324519,3.29,0.83
34325273,3.30,0.83
34326023,3.29,0.83
34326774,3.30,0.83
34327529,3.29,0.83
34328279,3.29,0.83
34329031,3.29,0.83
34329785,3.29,0.83
34330535,3.30,0.83
34331285,3.29,0.83
34332036,3.29,0.83
34332790,3.29,0.84
34333543,3.29,0.83
34334297,3.29,0.83
34335052,3.30,0.83
34335804,3.29,0.83
34336558,3.29,0.83
34337308,3.29,0.83
34338061,3.30,0.83
34338814,3.30,0.83
34339567,3.30,0.83
34340322,3.29,0.84
34341075,3.29,0.84
34341826,3.30,0.83
34342577,3.29,0.83
34343327,0.01,0.56
34344077,0.01,0.25
34344827,0.01,0.11
34345579,0.01,0.06
34346330,0.02,0.04
34347081,0.01,0.03
34347832,0.01,0.02
34348582,0.01,0.02
34349335,0.01,0.01
34350086,0.02,0.01
34350836,0.01,0.01
34351589,0.01,0.01
34352340,0.01,0.01
34353092,0.01,0.01
34353843,0.02,0.01
34354597,0.01,0.01
34355351,0.01,0.01
34356101,0.02,0.02
34356853,0.01,0.01
34357604,0.01,0.01
34358355,0.01,0.01
34359106,0.01,0.01
34359857,0.01,0.01
34360607,0.01,0.01
34361359,0.01,0.01
34362113,0.01,0.01
34362863,0.01,0.01
34363615,0.02,0.01
34364368,0.01,0.01
34365120,0.01,0.01
34365870,0.01,0.01
34366620,0.01,0.01
34367373,0.01,0.01
34368123,0.01,0.01
34368875,3.29,0.37
34369629,3.30,0.64
34370379,3.30,0.75
34371131,3.29,0.79
34371884,3.29,0.81
34372634,3.30,0.82
34373384,3.29,0.83
34374135,3.30,0.83
34374887,3.30,0.83
34375639,3.30,0.83
34376392,3.30,0.84
34377146,3.29,0.83
34377897,3.30,0.83
34378650,3.29,0.83
34379402,3.30,0.84
34380156,3.29,0.83
34380907,3.29,0.83
34381658,3.30,0.84
34382408,3.29,0.83
34383161,3.30,0.83
34383912,3.30,0.83
34384664,3.29,0.83
34385417,3.30,0.83
34386171,3.30,0.83
34386923,3.29,0.83
34387675,3.29,0.83
34388425,3.30,0.84
34389178,3.29,0.84
34389928,3.29,0.83
34390680,3.30,0.83
34391430,3.29,0.84
34392182,3.30,0.83
34392933,3.29,0.83
34393687,3.29,0.82
34394438,0.02,0.42
34395191,0.01,0.19
34395943,0.01,0.09
34396694,0.01,0.05
34397444,0.01,0.03
34398199,0.01,0.02
34398953,0.01,0.02
34399706,0.01,0.02
34400459,0.01,0.02
34401209,0.01,0.01
34401961,0.01,0.01
34402713,0.01,0.02
34403465,0.01,0.01
34404218,0.01,0.01
34404971,0.01,0.01
34405724,0.01,0.01
34406476,0.01,0.02
34407227,0.01,0.01
34407981,0.01,0.01
34408734,0.01,0.01
34409488,0.01,0.02
34410242,0.01,0.01
34410992,0.01,0.02
34411745,0.01,0.02
34412499,0.01,0.01
34413253,0.01,0.01
34414006,0.01,0.02
34414757,0.01,0.02
34415511,0.01,0.01
34416263,0.02,0.01
34417014,0.01,0.01
34417767,0.01,0.01
34418517,0.01,0.01
34419268,3.29,0.33
34420020,3.29,0.62
34420773,3.29,0.73
34421524,3.29,0.79
34422277,3.30,0.81
34423030,3.30,0.82
34423782,3.29,0.82
34424536,3.30,0.83
34425289,3.30,0.83
34426043,3.30,0.83
34426794,3.29,0.83
34427548,3.29,0.83
34428301,3.30,0.83
34429052,3.29,0.83
34429805,3.29,0.83
34430556,3.30,0.83
34431310,3.30,0.83
34432064,3.30,0.84
34432814,3.29,0.83
34433567,3.29,0.84
34434317,3.30,0.83
34435069,3.29,0.83
34435820,3.29,0.83
34436572,3.29,0.83
34437322,3.30,0.83
34438075,3.29,0.83
34438826,3.29,0.83
34439580,3.29,0.83
34440333,3.30,0.83
34441083,3.29,0.83
34441837,3.29,0.83
34442591,3.30,0.83
34443344,3.29,0.83
34444098,3.30,0.83
34444848,0.02,0.45
34445598,0.01,0.19
34446349,0.01,0.09
34447100,0.01,0.05
34447852,0.01,0.03
34448607,0.01,0.02
34449359,0.01,0.02
34450110,0.01,0.01
34450863,0.01,0.02
34451613,0.01,0.02
34452367,0.01,0.02
34453120,0.01,0.01
34453871,0.01,0.01
34454622,0.01,0.01
34455375,0.02,0.01
34456125,0.01,0.01
34456878,0.01,0.01
34457630,0.01,0.01
34458381,0.01,0.01
34459135,0.01,0.01
34459888,0.01,0.01
34460638,0.01,0.01
34461391,0.01,0.01
34462144,0.01,0.01
34462898,0.02,0.01
34463651,0.01,0.01
34464404,0.01,0.01
34465154,0.01,0.01
34465904,0.01,0.01
34466657,0.01,0.01
34467408,0.01,0.01
34468158,0.01,0.01
34468912,0.01,0.01
34469663,3.30,0.29
34470417,3.29,0.62
34471167,3.30,0.73
34471921,3.30,0.79
34472674,3.30,0.81
34473427,3.29,0.82
34474177,3.29,0.83
34474931,3.30,0.83
34475682,3.29,0.82
34476432,3.30,0.83
34477182,3.30,0.83
34477936,3.30,0.83
34478689,3.29,0.83
34479440,3.30,0.83
34480194,3.29,0.83
34480946,3.29,0.83
34481705,3.29,0.83
34482458,3.29,0.83
34483210,3.29,0.83
34483964,3.29,0.84
34484717,3.30,0.83
34485467,3.30,0.83
34486220,3.30,0.83
34486972,3.29,0.83
34487725,3.29,0.83
34488479,3.30,0.83
34489231,3.30,0.83
34489985,3.29,0.84
34490739,3.29,0.83
34491489,3.30,0.83
34492239,3.30,0.83
34492993,3.29,0.83
34493743,3.29,0.83
34494496,3.29,0.83
34495246,0.01,0.46
34495998,0.01,0.20
34496751,0.01,0.09
34497502,0.01,0.05
34498255,0.01,0.03
34499007,0.01,0.02
34499761,0.01,0.02
34500514,0.01,0.02
34501266,0.01,0.01
34502017,0.01,0.02
34502771,0.01,0.01
34503524,0.01,0.01
34504276,0.01,0.01
34505027,0.01,0.01
34505779,0.01,0.01
34506529,0.01,0.01
34507283,0.01,0.01
34508033,0.01,0.01
34508787,0.01,0.01
34509541,0.01,0.01
34510295,0.01,0.01
34511049,0.01,0.01
34511801,0.01,0.01
34512551,0.02,0.01
34513304,0.01,0.01
34514057,0.01,0.01
34514810,0.01,0.01
34515561,0.01,0.01
34516315,0.01,0.01
34517069,0.01,0.01
34517820,0.01,0.01
34518573,0.01,0.01
34519325,0.01,0.01
34520078,3.29,0.29
34520829,3.29,0.61
34521579,3.29,0.73
34522331,3.29,0.78
34523084,3.29,0.81
34523836,3.30,0.82
34524860,3.30,0.83
34527061,3.30,0.83
34529625,3.30,0.84
34531260,3.30,0.84
34533160,3.30,0.84
34534766,3.30,0.84
34536512,3.30,0.84
34538803,3.29,0.84
34540981,3.30,0.84
34542104,3.29,0.83
34542857,3.30,0.83
34543610,3.30,0.83
34544362,3.29,0.84
34545115,0.01,0.52
34545865,0.01,0.23
34546620,0.01,0.10
34547371,0.01,0.05
34548123,0.01,0.03
34548875,0.01,0.03
34549628,0.01,0.02
34550378,0.01,0.01
34551132,0.01,0.01
34551885,0.02,0.02
34552639,0.01,0.01
34553392,0.01,0.00
34554145,0.01,0.02
34554898,0.01,0.01
34555649,0.01,0.01
34556400,0.01,0.01
34557151,0.01,0.01
34557903,0.01,0.00
34558656,0.01,0.01
34559408,0.02,0.01
34560158,0.01,0.01
34560908,0.01,0.02
34561661,0.01,0.01
34562411,0.01,0.01
34563162,0.01,0.01
34563913,0.01,0.01
34564665,0.01,0.01
34565415,0.01,0.01
34566165,0.01,0.01
34566918,0.01,0.01
34567670,0.01,0.01
34568423,0.01,0.01
34569174,0.01,0.01
34569927,0.01,0.01
34570678,3.29,0.42
34571428,3.29,0.67
34572182,3.29,0.75
34572933,3.30,0.79
34573687,3.29,0.81
34574441,3.29,0.82
34575194,3.29,0.82
34575948,3.29,0.83
34576703,3.29,0.83
34577455,3.29,0.83
34578206,3.29,0.83
34578956,3.30,0.83
34579708,3.29,0.83
34580459,3.29,0.83
34581211,3.30,0.83
34581961,3.29,0.83
34582714,3.29,0.83
34583464,3.29,0.83
34584216,3.30,0.83
34584966,3.29,0.83
34585719,3.29,0.83
34586470,3.30,0.84
34587220,3.29,0.83
34587974,3.29,0.83
34588726,3.30,0.83
34589477,3.29,0.83
34590227,3.30,0.83
34590981,3.29,0.83
34591736,3.29,0.83
34592487,3.29,0.84
34593241,3.29,0.83
34593995,3.30,0.83
34594747,3.30,0.83
34595497,0.01,0.50
34596248,0.01,0.23
34597002,0.01,0.11
34597753,0.01,0.06
34598503,0.01,0.03
34599254,0.01,0.03
34600004,0.01,0.02
34600759,0.01,0.02
34601510,0.01,0.01
34602265,0.01,0.01
34603017,0.02,0.02
34603771,0.02,0.01
34604525,0.01,0.01
34605275,0.01,0.01
34606025,0.02,0.01
34606778,0.01,0.01
34607530,0.01,0.02
34608281,0.01,0.01
34609035,0.01,0.01
34609788,0.01,0.01
34610542,0.01,0.01
34611295,0.01,0.01
34612049,0.01,0.01
34612803,0.01,0.01
34613555,0.01,0.01
34614307,0.01,0.01
34615059,0.01,0.01
34615810,0.01,0.01
34616563,0.01,0.01
34617315,0.01,0.02
34618065,0.01,0.01
34618816,0.02,0.01
34619567,0.01,0.01
34620317,0.01,0.00
34621067,3.29,0.41
34621819,3.29,0.65
34622571,3.30,0.76
34623325,3.30,0.79
34624075,3.30,0.81
34624828,3.29,0.82
34625581,3.29,0.83
34626332,3.29,0.83
34627084,3.29,0.83
34627835,3.30,0.84
34628587,3.30,0.83
34629341,3.29,0.83
34630091,3.29,0.83
34630843,3.30,0.83
34631597,3.30,0.83
34632347,3.29,0.83
34633101,3.30,0.83
34633854,3.29,0.83
34634604,3.29,0.83
34635355,3.30,0.83
34636109,3.29,0.83
34636863,3.30,0.83
34637617,3.29,0.83
34638370,3.29,0.84
34639122,3.29,0.83
34639873,3.30,0.84
34640624,3.29,0.83
34641377,3.29,0.83
34642127,3.30,0.83
34642878,3.30,0.84
34643629,3.30,0.83
34644379,3.30,0.84
34645129,3.30,0.83
34645882,0.01,0.53
34646636,0.01,0.23
34647389,0.01,0.10
34648143,0.01,0.05
34648895,0.01,0.04
34649647,0.01,0.02
34650399,0.01,0.02
34651154,0.01,0.02
34651905,0.01,0.02
34652659,0.02,0.01
34653410,0.01,0.01
34654160,0.01,0.01
34654911,0.01,0.01
34655663,0.01,0.01
34656415,0.01,0.01
34657167,0.01,0.01
34657922,0.01,0.01
34658676,0.01,0.01
34659427,0.01,0.01
34660177,0.02,0.01
34660929,0.01,0.01
34661679,0.01,0.01
34662430,0.01,0.01
34663183,0.01,0.01
34663935,0.01,0.01
34664686,0.01,0.01
34665438,0.01,0.01
34666192,0.01,0.00
34666942,0.01,0.01
34667694,0.01,0.01
34668446,0.01,0.01
34669198,0.01,0.01
34669950,0.01,0.01
34670709,0.01,0.01
34671462,3.29,0.44
34672213,3.29,0.65
34672966,3.30,0.75
34673719,3.29,0.79
34674470,3.30,0.81
34675224,3.29,0.82
34675974,3.29,0.83
34676726,3.30,0.83
34677480,3.29,0.83
34678230,3.30,0.83
34678980,3.30,0.83
34679733,3.30,0.83
34680484,3.30,0.83
34681236,3.29,0.83
34681986,3.30,0.83
34682739,3.29,0.83
34683489,3.29,0.83
34684240,3.29,0.83
34684992,3.29,0.83
34685745,3.29,0.83
34686497,3.30,0.83
34687250,3.29,0.83
34688005,3.29,0.83
34688759,3.29,0.83
34689511,3.30,0.83
34690263,3.29,0.83
34691017,3.29,0.83
34691768,3.29,0.83
34692520,3.29,0.83
34693274,3.29,0.83
34694028,3.29,0.83
34694778,3.30,0.83
34695533,3.29,0.83
34696286,0.01,0.52
34697038,0.01,0.23
34697791,0.01,0.11
34698545,0.01,0.06
34699299,0.01,0.03
34700052,0.02,0.02
34700803,0.01,0.02
34701556,0.01,0.02
34702310,0.01,0.02
34703060,0.01,0.01
34703814,0.02,0.01
34704566,0.01,0.01
34705318,0.01,0.01
34706070,0.01,0.01
34706823,0.01,0.01
34707574,0.01,0.01
34708324,0.01,0.01
34709076,0.01,0.01
34709826,0.01,0.02
34710576,0.02,0.01
34711326,0.01,0.01
34712077,0.01,0.01
34712829,0.01,0.02
34713580,0.01,0.01
34714334,0.01,0.01
34715084,0.01,0.01
34715835,0.01,0.01
34716585,0.01,0.01
34717336,0.01,0.01
34718090,0.01,0.01
34718840,0.01,0.01
34719594,0.01,0.01
34720346,0.01,0.01
34721097,0.01,0.01
34721848,3.29,0.40
34722600,3.29,0.64
34723352,3.29,0.75
34724105,3.29,0.79
34724859,3.29,0.81
34725609,3.29,0.82
34726364,3.29,0.83
34727116,3.30,0.83
34727870,3.29,0.83
34728624,3.30,0.83
34729376,3.29,0.83
34730129,3.29,0.83
34730883,3.29,0.83
34731635,3.30,0.83
34732386,3.30,0.84
34733139,3.29,0.83
34733894,3.29,0.83
34734649,3.30,0.83
34735403,3.29,0.84
34736154,3.30,0.83
34736908,3.29,0.83
34737659,3.30,0.83
34738409,3.29,0.82
34739159,3.29,0.83
34739909,3.29,0.83
34740660,3.29,0.83
34741412,3.29,0.84
34742162,3.30,0.83
34742912,3.30,0.83
34743664,3.29,0.83
34744417,3.30,0.84
34745172,3.29,0.83
34745923,3.30,0.83
34746673,0.01,0.54
34747428,0.01,0.23
34748182,0.02,0.11
34748933,0.01,0.05
34749686,0.01,0.04
34750438,0.01,0.02
34751192,0.01,0.02
34751944,0.01,0.01
34752697,0.01,0.02
34753449,0.02,0.01
34754199,0.01,0.01
34754949,0.01,0.01
34755701,0.01,0.01
34756455,0.01,0.01
34757270,0.01,0.01
34758147,0.01,0.01
34758899,0.01,0.01
34759654,0.01,0.01
34760408,0.01,0.01
34761158,0.01,0.01
34761910,0.01,0.01
34762663,0.01,0.01
34763415,0.01,0.01
34764169,0.01,0.01
34764919,0.01,0.01
34765672,0.01,0.01
34766424,0.01,0.01
34767174,0.01,0.01
34767925,0.01,0.01
34768677,0.01,0.01
34769430,0.01,0.01
34770184,0.01,0.01
34770936,0.01,0.01
34771691,3.29,0.31
34772443,3.30,0.63
34773193,3.30,0.73
34773946,3.30,0.78
34774698,3.30,0.81
34775451,3.29,0.83
34776202,3.30,0.82
34776956,3.30,0.83
34777710,3.29,0.83
34778463,3.29,0.83
34779215,3.29,0.83
34779966,3.30,0.83
34780718,3.29,0.83
34781473,3.30,0.83
34782226,3.29,0.83
34782978,3.30,0.83
34783731,3.30,0.83
34784484,3.30,0.83
34785236,3.29,0.83
34785991,3.30,0.83
34786745,3.29,0.83
34787495,3.30,0.83
34788245,3.29,0.83
34788996,3.29,0.83
34789749,3.29,0.83
34790500,3.29,0.83
34791250,3.29,0.83
34792005,3.29,0.83
34792757,3.30,0.84
34793510,3.30,0.83
34794264,3.30,0.83
34795018,3.29,0.83
34795770,3.29,0.83
34796524,3.30,0.83
34797277,0.02,0.46
34798028,0.02,0.20
34798780,0.01,0.10
34799535,0.01,0.05
34800289,0.01,0.03
34801040,0.01,0.03
34801791,0.02,0.02
34802545,0.02,0.01
34803299,0.01,0.02
34804051,0.01,0.02
34804802,0.01,0.01
34805556,0.01,0.01
34806308,0.01,0.01
34807062,0.01,0.01
34807815,0.01,0.02
34808567,0.01,0.01
34809320,0.01,0.01
34810073,0.01,0.01
34810825,0.01,0.01
34811575,0.01,0.01
34812329,0.01,0.01
34813083,0.01,0.01
34813834,0.02,0.01
34814587,0.01,0.01
34815339,0.01,0.01
34816092,0.01,0.01
34816845,0.02,0.01
34817598,0.02,0.01
34818352,0.01,0.01
34819105,0.01,0.01
34819855,0.01,0.00
34820610,0.01,0.01
34821360,0.01,0.01
34822114,3.29,0.30
34822869,3.29,0.61
34823620,3.30,0.72
34824371,3.29,0.78
34825125,3.29,0.81
34825876,3.29,0.82
34826629,3.29,0.82
34827382,3.29,0.82
34828136,3.30,0.83
34828889,3.30,0.83
34829643,3.29,0.83
34830396,3.29,0.83
34831146,3.29,0.83
34831899,3.29,0.83
34832652,3.30,0.83
34833402,3.29,0.83
34834152,3.29,0.83
34834903,3.29,0.83
34835656,3.30,0.83
34836410,3.29,0.83
34837162,3.30,0.83
34837913,3.29,0.82
34838663,3.29,0.83
34839415,3.30,0.83
34840167,3.30,0.83
34840919,3.29,0.82
34841671,3.29,0.83
34842421,3.30,0.84
34843174,3.29,0.83
34843925,3.29,0.83
34844675,3.30,0.83
34845429,3.29,0.84
34846179,3.30,0.83
34846930,3.29,0.83
34847680,0.01,0.45
34848432,0.01,0.19
34849184,0.01,0.09
34849936,0.01,0.05
34850686,0.01,0.03
34851436,0.01,0.02
34852190,0.02,0.02
34852942,0.01,0.02
34853693,0.01,0.01
34854443,0.01,0.02
34855198,0.01,0.01
34855952,0.01,0.02
34856706,0.01,0.01
34857458,0.01,0.01
34858211,0.01,0.01
34858963,0.01,0.00
34859714,0.01,0.01
34860465,0.01,0.01
34861217,0.01,0.02
34861969,0.02,0.01
34862723,0.01,0.01
34863475,0.01,0.01
34864229,0.01,0.01
34864980,0.01,0.01
34865730,0.01,0.01
34866481,0.01,0.01
34867477,0.01,0.01
34868892,0.01,0.01
34870754,0.01,0.01
34871970,0.01,0.01
34872724,3.29,0.40
34873477,3.29,0.66
34874227,3.30,0.75
34874980,3.29,0.79
34875733,3.29,0.81
34876487,3.29,0.83
34877239,3.30,0.82
34877991,3.30,0.83
34878745,3.30,0.83
34879497,3.30,0.83
34880250,3.30,0.83
34881000,3.30,0.83
34881750,3.30,0.83
34882503,3.30,0.83
34883257,3.30,0.83
34884007,3.30,0.83
34884761,3.30,0.83
34885513,3.30,0.83
34886266,3.30,0.83
34887019,3.29,0.83
34887770,3.30,0.83
34888523,3.30,0.83
34889277,3.30,0.84
34890029,3.30,0.83
34890781,3.30,0.83
34891533,3.29,0.83
34892284,3.30,0.83
34893036,3.30,0.83
34893789,3.29,0.84
34894540,3.29,0.83
34895293,3.29,0.83
34896043,3.29,0.83
34896793,3.29,0.83
34897544,0.01,0.54
34898294,0.01,0.24
34899045,0.02,0.12
34899797,0.01,0.06
34900548,0.01,0.03
34901299,0.02,0.02
34902050,0.01,0.02
34902804,0.01,0.02
34903558,0.01,0.01
34904309,0.01,0.02
34905064,0.01,0.01
34905818,0.01,0.01
34906571,0.01,0.02
34907322,0.01,0.01
34908072,0.01,0.01
34908822,0.01,0.01
34909572,0.01,0.01
34910324,0.01,0.01
34911078,0.01,0.01
34911830,0.01,0.01
34912581,0.01,0.01
34913335,0.01,0.01
34914089,0.01,0.01
34914841,0.01,0.01
