# Ts (uS), Vi, Vo
38862306,3.30,0.83
38863059,3.30,0.83
38863813,3.29,0.83
38864566,3.30,0.83
38865317,3.29,0.83
38866070,3.29,0.83
38866821,3.29,0.83
38867573,3.29,0.83
38868326,3.29,0.83
38869076,3.30,0.84
38869829,3.29,0.83
38870579,3.30,0.83
38871329,3.29,0.83
38872082,3.29,0.83
38872832,3.30,0.82
38873583,3.29,0.83
38874337,3.29,0.83
38875090,3.30,0.83
38875840,3.30,0.84
38876594,3.29,0.83
38877347,3.29,0.83
38878098,3.29,0.83
38878849,3.30,0.84
38879600,3.29,0.83
38880353,3.29,0.83
38881107,3.29,0.83
38881861,0.01,0.43
38882611,0.01,0.20
38883364,0.01,0.09
38884115,0.01,0.05
38884865,0.01,0.03
38885617,0.01,0.03
38886371,0.01,0.02
38887121,0.01,0.01
38887876,0.01,0.02
38888628,0.01,0.01
38889381,0.01,0.02
38890135,0.01,0.01
38890887,0.01,0.01
38891639,0.01,0.01
38892393,0.02,0.01
38893146,0.01,0.01
38893898,0.01,0.01
38894650,0.01,0.01
38895404,0.01,0.01
38896157,0.01,0.01
38896908,0.01,0.01
38897658,0.01,0.01
38898410,0.01,0.01
38899161,0.01,0.01
38899913,0.01,0.01
38900666,0.01,0.01
38901418,0.01,0.01
38902178,0.01,0.01
38902929,0.01,0.01
38903683,0.01,0.01
38904435,0.01,0.01
38905188,0.01,0.01
38905938,0.01,0.01
38906688,3.29,0.28
38907439,3.29,0.60
38908193,3.29,0.73
38908946,3.30,0.78
38909700,3.30,0.80
38910450,3.30,0.82
38911204,3.30,0.83
38911956,3.29,0.83
38912710,3.30,0.83
38913461,3.30,0.83
38914213,3.30,0.83
38914965,3.30,0.83
38915717,3.29,0.83
38916467,3.29,0.83
38917218,3.29,0.83
38917971,3.29,0.84
38918723,3.29,0.83
38919473,3.29,0.84
38920224,3.29,0.83
38920978,3.29,0.83
38921728,3.30,0.83
38922479,3.29,0.83
38923230,3.30,0.83
38923983,3.30,0.83
38924735,3.29,0.84
38925490,3.29,0.83
38926244,3.30,0.83
38926999,3.30,0.83
38927753,3.29,0.83
38928503,3.29,0.83
38929253,3.29,0.84
38930005,3.30,0.83
38930758,3.30,0.83
38931512,3.30,0.83
38932264,0.01,0.46
38933014,0.01,0.20
38933764,0.01,0.09
38934518,0.01,0.05
38935272,0.01,0.03
38936024,0.01,0.02
38936775,0.01,0.02
38937527,0.01,0.02
38938280,0.01,0.01
38939033,0.01,0.01
38939787,0.01,0.01
38940539,0.01,0.02
38941291,0.01,0.01
38942042,0.01,0.01
38942796,0.01,0.01
38943548,0.01,0.01
38944302,0.01,0.01
38945053,0.01,0.01
38945807,0.01,0.01
38946561,0.01,0.01
38947314,0.01,0.01
38948066,0.02,0.01
38948817,0.01,0.01
38949571,0.01,0.02
38950325,0.02,0.01
38951078,0.01,0.01
38951832,0.01,0.01
38952586,0.01,0.01
38953338,0.01,0.01
38954089,0.01,0.01
38954843,0.01,0.01
38955597,0.01,0.01
38956351,0.01,0.01
38957104,3.29,0.33
38957854,3.30,0.62
38958607,3.29,0.73
38959361,3.30,0.79
38960112,3.30,0.81
38960865,3.30,0.82
38961618,3.29,0.82
38962368,3.30,0.83
38963118,3.30,0.83
38963871,3.30,0.84
38964622,3.30,0.83
38965372,3.29,0.83
38966123,3.30,0.83
38966873,3.30,0.83
38967624,3.29,0.83
38968378,3.29,0.82
38969131,3.29,0.83
38969883,3.29,0.83
38970638,3.29,0.83
38971392,3.30,0.83
38972146,3.30,0.83
38972896,3.30,0.84
38973650,3.29,0.83
38974403,3.29,0.84
38975155,3.29,0.83
38975908,3.30,0.83
38976658,3.29,0.83
38977408,3.30,0.83
38978158,3.29,0.83
38978909,3.29,0.84
38979662,3.29,0.83
38980414,3.29,0.83
38981167,3.29,0.83
38981919,3.30,0.84
38982670,0.01,0.46
38983420,0.01,0.20
38984170,0.01,0.10
38984920,0.01,0.05
38985673,0.01,0.03
38986425,0.01,0.02
38987175,0.01,0.01
38987926,0.01,0.02
38988678,0.01,0.02
38989432,0.01,0.01
38990182,0.01,0.01
38990936,0.01,0.01
38991688,0.01,0.01
38992442,0.01,0.01
38993195,0.02,0.01
38993947,0.01,0.01
38994699,0.01,0.01
38995449,0.01,0.01
38996201,0.01,0.01
38996952,0.01,0.01
38997706,0.01,0.01
38998457,0.01,0.01
38999209,0.01,0.01
38999961,0.01,0.01
39000713,0.01,0.01
39001463,0.01,0.01
39002213,0.01,0.01
39002966,0.01,0.01
39003717,0.01,0.01
39004470,0.01,0.01
39005223,0.01,0.01
39005977,0.01,0.01
39006729,0.01,0.01
39007479,3.29,0.25
39008229,3.29,0.58
39008982,3.30,0.72
39009735,3.30,0.78
39010485,3.30,0.81
39011235,3.29,0.82
39011987,3.29,0.82
39012740,3.30,0.83
39013494,3.29,0.83
39014245,3.30,0.83
39014997,3.29,0.83
39015751,3.29,0.83
39016504,3.29,0.83
39017254,3.30,0.83
39018005,3.29,0.83
39018756,3.30,0.83
39019510,3.29,0.83
39020264,3.29,0.83
39021016,3.30,0.83
39021770,3.29,0.83
39022520,3.30,0.83
39023274,3.29,0.84
39024025,3.29,0.83
39024778,3.30,0.83
39025530,3.30,0.83
39026280,3.30,0.83
39027032,3.30,0.83
39027783,3.29,0.83
39028537,3.29,0.83
39029291,3.29,0.83
39030045,3.29,0.83
39030795,3.29,0.83
39031550,3.30,0.83
39032300,3.29,0.83
39033053,0.02,0.45
39033803,0.01,0.19
39034556,0.01,0.10
39035306,0.01,0.05
39036059,0.01,0.03
39036810,0.01,0.02
39037562,0.01,0.02
39038313,0.01,0.02
39039067,0.01,0.01
39039818,0.01,0.01
39040569,0.01,0.02
39041322,0.01,0.01
39042072,0.01,0.01
39042822,0.01,0.01
39043575,0.01,0.01
39044326,0.01,0.01
39045077,0.01,0.01
39045830,0.01,0.01
39046583,0.01,0.01
39047334,0.01,0.01
39048084,0.01,0.01
39048837,0.01,0.01
39049590,0.01,0.01
39050342,0.01,0.01
39051092,0.01,0.01
39051842,0.01,0.01
39052596,0.01,0.01
39053349,0.01,0.01
39054103,0.01,0.01
39054857,0.01,0.01
39055611,0.01,0.02
39056362,0.01,0.01
39057115,0.01,0.01
39057866,3.29,0.33
39058617,3.29,0.59
39059367,3.29,0.73
39060118,3.30,0.78
39060869,3.30,0.82
39061623,3.29,0.82
39062537,3.29,0.83
39063289,3.29,0.83
39064040,3.30,0.83
39064793,3.30,0.83
39065543,3.29,0.83
39066297,3.30,0.83
39067050,3.29,0.83
39067801,3.29,0.83
39068553,3.29,0.83
39069303,3.30,0.83
39070057,3.29,0.83
39070809,3.29,0.83
39071563,3.29,0.84
39072317,3.30,0.83
39073071,3.29,0.83
39073822,3.29,0.83
39074575,3.29,0.83
39075326,3.29,0.83
39076079,3.29,0.83
39076833,3.30,0.83
39077584,3.29,0.83
39078337,3.29,0.83
39079091,3.29,0.83
39079842,3.29,0.83
39080593,3.29,0.83
39081347,3.30,0.83
39082097,3.30,0.83
39082850,0.01,0.56
39083601,0.01,0.25
39084352,0.01,0.12
39085106,0.01,0.05
39085858,0.01,0.03
39086611,0.01,0.02
39087362,0.01,0.02
39088116,0.01,0.01
39088869,0.01,0.02
39089622,0.02,0.01
39090376,0.01,0.01
39091126,0.01,0.01
39091876,0.01,0.01
39092627,0.01,0.01
39093377,0.01,0.01
39094127,0.01,0.01
39094880,0.01,0.01
39095634,0.01,0.01
39096388,0.01,0.01
39097138,0.01,0.01
39097891,0.01,0.01
39098644,0.01,0.01
39099397,0.01,0.01
39100151,0.02,0.01
39100902,0.01,0.01
39101654,0.01,0.01
39102408,0.01,0.01
39103158,0.01,0.01
39103909,0.01,0.01
39104660,0.01,0.01
39105414,0.01,0.01
39106164,0.01,0.01
39106915,0.01,0.01
39107666,0.01,0.01
39108417,3.29,0.37
39109168,3.29,0.63
39109918,3.29,0.75
39110672,3.30,0.78
39111425,3.29,0.81
39112179,3.29,0.82
39112929,3.30,0.83
39113683,3.29,0.83
39114436,3.29,0.83
39115186,3.29,0.83
39115938,3.29,0.82
39116691,3.29,0.83
39117445,3.29,0.83
39118197,3.29,0.83
39118951,3.30,0.83
39119705,3.29,0.83
39120458,3.30,0.83
39121213,3.30,0.83
39121964,3.30,0.83
39122716,3.30,0.83
39123468,3.30,0.83
39124221,3.29,0.83
39124971,3.29,0.83
39125724,3.29,0.83
39126475,3.29,0.83
39127226,3.29,0.83
39127976,3.30,0.83
39128729,3.29,0.83
39129479,3.30,0.83
39130229,3.29,0.83
39130980,3.30,0.83
39131735,3.29,0.83
39132489,3.29,0.83
39133240,0.02,0.58
39133992,0.01,0.24
39134745,0.01,0.12
39135496,0.01,0.06
39136250,0.01,0.04
39137004,0.01,0.02
39137757,0.01,0.02
39138509,0.01,0.02
39139262,0.01,0.02
39140016,0.01,0.01
39140769,0.02,0.01
39141521,0.01,0.01
39142271,0.01,0.01
39143023,0.01,0.01
39143774,0.01,0.01
39144525,0.01,0.01
39145276,0.01,0.01
39146030,0.02,0.01
39146784,0.02,0.01
39147536,0.01,0.01
39148289,0.01,0.01
39149039,0.01,0.02
39149790,0.01,0.01
39150543,0.01,0.01
39151297,0.01,0.01
39152049,0.02,0.01
39152801,0.01,0.01
39153553,0.01,0.01
39154307,0.01,0.01
39155061,0.01,0.01
39155812,0.02,0.02
39156565,0.01,0.01
39157316,0.01,0.01
39158067,0.02,0.01
39158821,3.29,0.40
39159575,3.30,0.65
39160329,3.29,0.75
39161083,3.29,0.79
39161834,3.29,0.81
39162586,3.30,0.82
39163338,3.29,0.82
39164090,3.29,0.83
39164843,3.29,0.83
39165593,3.30,0.84
39166343,3.29,0.83
39167095,3.30,0.83
39167847,3.30,0.83
39168597,3.30,0.83
39169348,3.30,0.83
39170102,3.30,0.83
39170855,3.29,0.83
39171609,3.30,0.83
39172361,3.29,0.83
39173114,3.30,0.83
39173868,3.29,0.83
39174618,3.29,0.83
39175370,3.30,0.83
39176120,3.30,0.83
39176870,3.30,0.83
39177624,3.29,0.83
39178374,3.29,0.83
39179126,3.29,0.83
39179877,3.29,0.84
39180629,3.30,0.83
39181379,3.29,0.83
39182129,3.30,0.84
39182879,3.30,0.83
39183629,0.01,0.55
39184381,0.01,0.24
39185134,0.01,0.11
39185889,0.01,0.05
39186642,0.01,0.04
39187396,0.01,0.03
39188146,0.01,0.02
39188899,0.01,0.02
39189653,0.01,0.02
39190403,0.01,0.01
39191157,0.01,0.01
39191910,0.01,0.02
39192662,0.01,0.01
39193416,0.01,0.01
39194170,0.01,0.02
39194920,0.01,0.01
39195673,0.01,0.01
39196426,0.01,0.01
39197179,0.01,0.01
39197930,0.01,0.01
39198682,0.01,0.01
39199432,0.01,0.01
39200183,0.01,0.02
39200936,0.01,0.01
39201690,0.01,0.01
39202442,0.02,0.01
39203196,0.01,0.01
39203950,0.01,0.01
39204702,0.01,0.01
39205452,0.01,0.01
39206205,0.01,0.01
39206958,0.01,0.01
39207709,0.01,0.01
39208463,0.01,0.01
39209215,3.29,0.41
39209967,3.29,0.65
39210721,3.30,0.75
39211472,3.29,0.79
39212229,3.30,0.82
39212981,3.29,0.82
39213734,3.29,0.83
39214484,3.30,0.83
39215235,3.30,0.83
39215989,3.30,0.83
39216741,3.29,0.83
39217492,3.29,0.83
39218246,3.30,0.83
39219002,3.30,0.83
39219752,3.30,0.83
39220502,3.29,0.84
39221256,3.30,0.83
39222007,3.30,0.83
39222757,3.30,0.83
39223507,3.30,0.83
39224259,3.29,0.83
39225012,3.29,0.83
39225766,3.29,0.83
39226516,3.29,0.83
39227270,3.30,0.83
39228023,3.29,0.83
39228775,3.29,0.83
39229527,3.29,0.83
39230281,3.29,0.83
39231035,3.30,0.83
39231786,3.29,0.82
39232538,3.30,0.83
39233290,3.29,0.83
39234043,0.01,0.55
39234794,0.02,0.22
39235548,0.01,0.11
39236301,0.01,0.06
39237054,0.01,0.03
39237806,0.01,0.02
39238559,0.01,0.02
39239312,0.01,0.02
39240064,0.01,0.01
39240819,0.01,0.02
39241573,0.02,0.01
39242326,0.01,0.01
39243079,0.01,0.01
39243831,0.01,0.01
39244583,0.01,0.01
39245337,0.01,0.02
39246088,0.01,0.01
39246838,0.01,0.01
39247590,0.01,0.01
39248341,0.01,0.01
39249093,0.01,0.01
39249844,0.01,0.01
39250596,0.01,0.01
39251350,0.01,0.01
39252103,0.01,0.01
39252854,0.01,0.01
39253605,0.01,0.01
39254355,0.01,0.02
39255109,0.01,0.01
39255859,0.01,0.01
39256612,0.01,0.01
39257362,0.01,0.01
39258114,0.01,0.01
39258868,0.01,0.01
39259619,3.29,0.41
39260369,3.30,0.64
39261122,3.30,0.75
39261874,3.29,0.79
39262627,3.29,0.81
39263380,3.29,0.82
39264132,3.30,0.83
39264886,3.30,0.83
39265637,3.29,0.83
39266387,3.30,0.83
39267137,3.30,0.83
39267891,3.30,0.84
39268642,3.30,0.83
39269397,3.29,0.83
39270268,3.30,0.83
39271093,3.29,0.83
39272110,3.30,0.84
39273294,3.29,0.83
39274110,3.29,0.83
39275087,3.30,0.83
39275840,3.29,0.84
39276593,3.29,0.83
39277404,3.29,0.83
39278155,3.30,0.83
39278907,3.30,0.83
39279660,3.30,0.83
39280413,3.30,0.83
39281163,3.30,0.83
39281917,3.30,0.84
39282668,3.30,0.83
39283422,3.30,0.84
39284176,3.29,0.83
39284929,0.01,0.43
39285683,0.01,0.19
39286437,0.01,0.09
39287187,0.01,0.05
39287937,0.01,0.03
39288690,0.02,0.03
39289442,0.01,0.02
39290195,0.01,0.02
39290946,0.01,0.02
39291700,0.01,0.02
39292453,0.01,0.01
39293206,0.01,0.01
39293957,0.01,0.01
39294711,0.01,0.01
39295463,0.01,0.01
39296215,0.01,0.01
39296965,0.01,0.02
39297715,0.01,0.01
39298468,0.01,0.01
39299222,0.01,0.01
39299976,0.01,0.01
39300729,0.01,0.01
39301483,0.02,0.01
39302234,0.01,0.01
39302988,0.01,0.01
39303740,0.01,0.01
39304490,0.01,0.01
39305240,0.01,0.00
39305994,0.01,0.01
39306745,0.01,0.01
39307495,0.01,0.01
39308247,0.01,0.01
39309003,0.01,0.01
39309757,3.29,0.29
39310510,3.30,0.60
39311261,3.30,0.73
39312013,3.29,0.79
39312763,3.30,0.81
39313515,3.30,0.82
39314268,3.29,0.83
39315023,3.30,0.83
39315776,3.30,0.83
39316526,3.29,0.83
39317280,3.30,0.83
39318033,3.30,0.83
39318786,3.30,0.83
39319536,3.29,0.83
39320286,3.30,0.83
39321038,3.30,0.83
39321789,3.30,0.83
39322541,3.29,0.83
39323291,3.30,0.83
39324043,3.30,0.83
39324797,3.30,0.83
39325547,3.29,0.83
39326297,3.29,0.83
39327048,3.30,0.83
39327799,3.29,0.84
39328551,3.29,0.83
39329301,3.29,0.83
39330052,3.30,0.83
39330803,3.29,0.83
39331557,3.30,0.83
39332307,3.29,0.83
39333062,3.29,0.83
39333816,3.30,0.83
39334567,3.30,0.83
39335321,0.02,0.44
39336074,0.01,0.19
39336824,0.01,0.09
39337576,0.01,0.05
39338330,0.01,0.03
39339083,0.01,0.03
39339834,0.01,0.02
39340586,0.01,0.02
39341338,0.01,0.02
39342089,0.02,0.01
39342844,0.01,0.02
39343596,0.01,0.01
39344347,0.01,0.01
39345098,0.01,0.01
39345852,0.01,0.01
39346602,0.01,0.01
39347353,0.01,0.01
39348107,0.02,0.01
39348859,0.01,0.01
39349613,0.01,0.01
39350367,0.01,0.01
39351120,0.01,0.01
39351874,0.01,0.01
39352628,0.01,0.01
39353381,0.01,0.01
39354131,0.01,0.01
39354881,0.01,0.01
39355633,0.01,0.01
39356387,0.01,0.01
39357137,0.01,0.01
39357891,0.01,0.01
39358644,0.01,0.01
39359396,0.01,0.01
39360146,3.29,0.34
39360901,3.29,0.63
39361654,3.30,0.73
39362406,3.30,0.79
39363160,3.29,0.81
39363913,3.29,0.83
39364666,3.29,0.82
39365418,3.29,0.83
39366172,3.29,0.83
39366923,3.29,0.83
39367675,3.29,0.83
39368427,3.29,0.83
39369180,3.30,0.83
39369933,3.29,0.84
39370685,3.30,0.83
39371438,3.30,0.83
39372190,3.30,0.84
39372943,3.30,0.84
39373695,3.30,0.83
39374448,3.29,0.83
39375201,3.29,0.83
39375952,3.30,0.83
39376706,3.29,0.83
39377459,3.29,0.83
39378209,3.30,0.83
39378959,3.30,0.84
39379712,3.29,0.84
39380465,3.29,0.83
39381219,3.30,0.83
39381969,3.29,0.83
39382722,3.30,0.83
39383475,3.30,0.83
39384225,3.30,0.83
39384976,3.30,0.83
39385726,0.01,0.48
39386481,0.01,0.21
39387236,0.01,0.10
39387986,0.01,0.05
39388736,0.01,0.04
39389488,0.01,0.02
39390242,0.01,0.02
39390992,0.01,0.01
39391743,0.01,0.01
39392493,0.01,0.01
39393246,0.01,0.02
39393997,0.01,0.02
39394749,0.01,0.02
39395499,0.01,0.02
39396251,0.01,0.01
39397005,0.01,0.02
39397757,0.01,0.01
39398508,0.01,0.01
39399261,0.01,0.01
39400011,0.01,0.01
39400763,0.01,0.02
39401514,0.01,0.01
39402265,0.01,0.01
39403016,0.01,0.01
39403766,0.01,0.01
39404520,0.02,0.01
39405271,0.01,0.01
39406024,0.01,0.01
39406776,0.01,0.01
39407526,0.01,0.01
39408276,0.01,0.01
39409028,0.01,0.02
39409778,0.01,0.01
39410531,0.01,0.01
39411283,3.29,0.40
39412037,3.29,0.65
39412789,3.29,0.75
39413543,3.29,0.79
39414293,3.29,0.81
39415043,3.30,0.82
39415798,3.29,0.83
39416548,3.29,0.83
39417298,3.30,0.83
39418049,3.30,0.83
39418801,3.29,0.83
39419554,3.29,0.83
39420309,3.30,0.83
39421061,3.30,0.83
39421811,3.30,0.83
39422565,3.29,0.83
39423317,3.30,0.83
39424067,3.29,0.83
39424817,3.29,0.83
39425571,3.29,0.83
39426325,3.30,0.83
39427076,3.29,0.83
39427830,3.30,0.83
39428582,3.30,0.83
39429334,3.30,0.83
39430087,3.29,0.83
39430840,3.29,0.83
39431590,3.29,0.83
39432344,3.30,0.84
39433099,3.29,0.83
39433849,3.29,0.83
39434601,3.29,0.83
39435354,3.30,0.83
39436108,0.02,0.53
39436860,0.01,0.23
39437613,0.02,0.12
39438368,0.01,0.06
